192.168.17.3;Nxt 5.3 prod 3;21cc3c58-1fb6-45f5-affa-7147344541f4;5;nexthink
192.168.17.4;Nxt6.4Prod1;3c08fa1b-9ce0-47f6-ab09-e43b1903070b;6;nexthink
192.168.17.20;Anonymize;9511441c-da1f-44e6-946a-e87aec974836;20;datalab
