Hostname;ServerFunction;IPServer;ServerStatus;SiteCode;OSName;aip_app_name;csc_status;ge_status_code;ge_status_label;ge_test_label
sabad18247;Application;10.238.166.57;Active;BAD1;linux;HPC - TGN Green Extension;done;20;Deployed by CSC but not testable (behind FW);null
sabad18256;Application;10.238.164.66;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18292;Application;10.238.164.112;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18409;Application;10.238.199.25;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18418;Application;10.238.199.34;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18427;Application;10.238.199.43;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18436;Application;10.238.199.52;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18445;Application;10.238.199.61;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad19030-vs1;Application;10.128.78.70;Active;RMA1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19039;Application;10.128.78.136;Active;RMA1;AIX;PowerSales/Ferman;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ko : crontab: 0481-109 You are not authorized to use the cron command."
sabad19084;Application;10.238.142.85;Active;BAD1;SunOS;PDMOne;null;00;Not deployed by CSC;null
sabad19264;Application;10.238.21.110;Active;BAD1;AIX;PMX SAP PO;done;21;Deployed by CSC and GE test on going;null
sabad19606;Application;10.238.21.117;Active;BAD1;AIX;Powermax;done;21;Deployed by CSC and GE test on going;null
sabad19651;Application;10.238.220.91;Active;BAD1;AIX;Power max (PMX) datawarehouse (BW);done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sablq130h0;Application;10.115.1.12;Active;BLQ1;linux;Fax server and portal maintenence and support;done;12;Deployed by CSC and GE test OK;null
sabor10047;Application;10.18.92.164;Active;BOR1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabor15231;Application;10.23.176.167;Active;BOR1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sacch10123;Application;10.239.15.3;Active;CCH1;AIX;GESDOC||PLM FastTrack;null;00;Not deployed by CSC;null
sacch10141;Application;10.239.14.2;Active;CCH1;AIX;GESDOC||PLM FastTrack||PLM FastTrack;null;00;Not deployed by CSC;null
sacch10213;Application;10.239.4.212;Active;CCH1;SunOS;MENU BE||UNI;null;00;Not deployed by CSC;null
sacch10498;Application;10.239.26.78;Active;CCH1;linux;PCDMS;done;12;Deployed by CSC and GE test OK;null
sacch10501;Application;10.239.26.73;Active;CCH1;linux;PCDMS;done;12;Deployed by CSC and GE test OK;null
sacch15100;Application;10.239.14.20;Active;CCH1;linux;Managed File Transfer;done;12;Deployed by CSC and GE test OK;null
sacch15592;Application;10.239.55.22;Active;CCH1;linux;Nexthink;null;00;Not deployed by CSC;null
sacch15637;Application;10.239.27.34;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch15664;Application;10.239.27.64;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch15709;Application;10.239.27.109;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch35059;Application;10.237.9.128;Active;CCH1;linux;GSI DOLLAR UNIVERSE||GSI BW;done;12;Deployed by CSC and GE test OK;null
salpt10020;Application;10.18.0.177;Active;CCH1;SunOS;;null;00;Not deployed by CSC;null
saons10006;Application;10.23.132.3;Active;ONS1;AIX;DMA-GS Ornans;null;00;Not deployed by CSC;null
saptf10005;Application;10.23.71.100;Active;PTF1;SunOS;ELSA||DMA-GS Valenciennes||E3Séries;null;00;Not deployed by CSC;null
sarei10018;Application;10.23.144.248;Active;REI1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sarug11751;Application;10.39.0.151;Active;RUG1;SunOS;Turbine Design & Devt Programmes Hosting;null;00;Not deployed by CSC;null
sbbad19186;Application;10.238.197.88;Active;BAD1;linux;New PLM;done;20;Deployed by CSC but not testable (behind FW);null
sbbad19339;Application;10.238.143.31;Active;BAD1;AIX;TERANGA - Finance;null;00;Not deployed by CSC;null
sbbor15054;Application;10.18.92.169;Active;BOR1;linux;AXIOMCAD Belfort;done;12;Deployed by CSC and GE test OK;null
sbcch15585;Application;10.239.26.192;Active;CCH1;linux;MTA||SUMO;done;12;Deployed by CSC and GE test OK;null
sncch10036;Application;10.18.0.173;Active;CCH1;linux;;done;20;Deployed by CSC but not testable (behind FW);null
sncch10162;Application;10.239.4.150;Active;CCH1;AIX;CAO2000;null;00;Not deployed by CSC;null
subjs15001;Application;10.96.160.38;Active;BJS1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sucrl1a2;Application;10.79.2.85;Active;CRL1;SunOS;Xpedition Enterprise;null;00;Not deployed by CSC;null
sukar10002;Application;10.218.10.86;Active;KAR1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
suwin1bpps;Application;10.164.119.70;Active;WND1;AIX;WIN18087||FILM-X||WIN18269||Submit Client||WIN18124;null;00;Not deployed by CSC;null
vpmcax10;Application;10.128.79.248;Active;BAD1;AIX;;null;00;Not deployed by CSC;null
bws-s1;Application;10.128.72.166;Active;RMA1;AIX;SAP-BW for SAP-CH;done;11;Deployed by CSC and GE test OK;null
dbserv;Application;10.23.128.34;Active;ONS1;linux;Other Gestion des plans d'action Support;null;00;Not deployed by CSC;null
enterprise;Application;10.115.0.109;Active;BLQ1;linux;clearcase Italy;null;00;Not deployed by CSC;null
esaki;Application;10.255.150.61;Active;CCH1;AIX;Alt@is (GRID Global ERP)||TPM;done;11;Deployed by CSC and GE test OK;null
hrkaatc;Application;10.218.10.67;Active;KAR1;linux;ATC Tool;asking password;01;CSC not able to deploy;null
jslrugs01;Application;10.34.3.80;Active;RUG1;linux;External DNS;asking password;01;CSC not able to deploy;null
lic109;Application;10.238.146.109;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic118;Application;10.238.146.118;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic127;Application;10.238.146.127;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic136;Application;10.238.146.136;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic145;Application;10.238.146.151;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic154;Application;10.238.146.160;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
oradev1;Application;10.255.150.108;Active;CCH1;AIX;BO Planning||Infra INFORMATICA (Platform)||Infra INFORMATICA (Platform)||TEMPUS - GTA France||TEMPUS - GTA France||TEMPUS - GTA France||REX - RETOUR D'EXPERIENCES||REX - RETOUR D'EXPERIENCES||Infra FAST (File Transfer - Connect Direct)||Infra PHP Shared Platform||Infra PHP Shared Platform||TPM||ARIS Server||BO XI GRID||BO XI GRID||BO XI GRID||DRJM - DATAsset REJECT MANAGEMENT||DRJM - DATAsset REJECT MANAGEMENT;done;11;Deployed by CSC and GE test OK;null
pmcht;Application;10.128.72.207;Active;BAD1;AIX;PW Solman;done;21;Deployed by CSC and GE test on going;null
rio;Application;10.79.2.23;Active;CRL1;SunOS;ClearCase||DDTS||TEAMWORK;null;00;Not deployed by CSC;null
sabad10043;Application;10.128.30.81;Active;BAD1;linux;TDS Doku server;done;12;Deployed by CSC and GE test OK;null
sabad10133;Application;10.128.30.204;Active;BAD1;linux;STITS (Steam Turbine Integrated Tools Suite);done;12;Deployed by CSC and GE test OK;null
sabad10304;Application;10.238.15.228;Active;BAD1;linux;WAVE;null;00;Not deployed by CSC;null
sabad10403;Application;10.238.125.221;Active;BAD1;linux;STITS (Steam Turbine Integrated Tools Suite);done;11;Deployed by CSC and GE test OK;null
sabad10511;Application;10.238.125.164;Active;BAD1;linux;AUM;done;12;Deployed by CSC and GE test OK;null
sabad10967;Application;10.238.126.188;Active;BAD1;linux;BAAN (Canada);done;12;Deployed by CSC and GE test OK;null
sabad10976;Application;10.238.14.179;Active;BAD1;linux;e-Temptation Thermal Systems Belfort||e-Temptation Thermal Service France||e-Temptation Thermal PAC Ludres;done;12;Deployed by CSC and GE test OK;null
sabad11024;Application;10.238.197.57;Active;BAD1;linux;;culdn't connect;01;CSC not able to deploy;null
sabad11051;Application;10.238.37.42;Active;BAD1;linux;Hydro Costing Tool (HCT);done;20;Deployed by CSC but not testable (behind FW);null
sabad11060;Application;10.238.101.145;Active;BAD1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabad11150;Application;10.238.196.66;Active;BAD1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sabad11213;Application;10.238.127.194;Active;BAD1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sabad11411;Application;10.238.41.160;Active;BAD1;linux;AES||AES;done;20;Deployed by CSC but not testable (behind FW);null
sabad11489;Application;10.238.11.25;Active;RMA1;linux;PMS;done;20;Deployed by CSC but not testable (behind FW);null
sabad11510;Application;10.238.198.55;Active;BAD1;linux;New PLM||New PLM;done;20;Deployed by CSC but not testable (behind FW);null
sabad18149;Application;10.238.168.59;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18239;Application;10.238.164.49;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18248;Application;10.238.164.58;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18293;Application;10.238.164.113;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18419;Application;10.238.199.35;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18428;Application;10.238.199.44;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18437;Application;10.238.199.53;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18446;Application;10.238.199.62;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad19030-vs2;Application;10.128.78.71;Active;RMA1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19031-vs1;Application;10.128.78.79;Active;BAD1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19040-vs1;Application;10.128.78.45;Active;RMA1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19085;Application;10.128.78.165;Active;BAD1;AIX;;done;10;Deployed by CSC but GE test KO;"netstat Ko : ksh: sudo:  not found |; lsof Ko : no lsof found |; crontab Ok"
sabad19355;Application;10.238.21.85;Active;BAD1;AIX;BI4 Platform (Power)||Power max (PMX) datawarehouse (BW);done;10;Deployed by CSC but GE test KO;"netstat Ko : >>> sudoers file: syntax error, line 79 <<< |; lsof Ko : no lsof found |; crontab Ok"
sabad19652;Application;10.236.4.114;Active;BAD1;AIX;Powermax;done;21;Deployed by CSC and GE test on going;null
sabad19706;Application;10.128.78.34;Active;RMA1;AIX;APC VPDM;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19805;Application;10.128.72.74;Active;BAD1;AIX;SAP CH Bluesky;done;11;Deployed by CSC and GE test OK;null
sacch10124;Application;10.239.15.4;Active;CCH1;AIX;GESDOC||PLM FastTrack;null;00;Not deployed by CSC;null
sacch10142;Application;10.239.14.3;Active;CCH1;AIX;PLM FastTrack||PLM FastTrack;null;00;Not deployed by CSC;null
sacch10205;Application;10.239.4.206;Active;CCH1;linux;ADEL WP;done;12;Deployed by CSC and GE test OK;null
sacch10250;Application;10.239.4.70;Active;CCH1;AIX;ADEL e-TRS||ADEL Diane||ADEL WP;null;00;Not deployed by CSC;null
sacch10340;Application;10.239.4.202;Active;CCH1;SunOS;SOFIA||SOFIA||GEODE PDM;null;00;Not deployed by CSC;null
sacch10421;Application;10.239.14.8;Active;CCH1;linux;International Network Database AT||Ethics & Compliance Database AT||SOL (Sourcing on line)||Country & Tax database AT;done;20;Deployed by CSC but not testable (behind FW);null
sacch10499;Application;10.239.26.74;Active;CCH1;linux;PCDMS;done;12;Deployed by CSC and GE test OK;null
sacch15020;Application;10.237.4.21;Active;CCH1;AIX;SAP ISIS FR;null;00;Not deployed by CSC;null
sacch15089;Application;10.255.150.65;Active;CCH1;AIX;PO 2.0 (Fiori);null;00;Not deployed by CSC;null
sacch15101;Application;10.239.27.24;Active;CCH1;linux;MdM-PlugBI;done;12;Deployed by CSC and GE test OK;null
sacch15638;Application;10.239.27.35;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch15665;Application;10.239.27.65;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
salpt10102;Application;10.18.1.102;Active;CCH1;linux;Asset Center;done;11;Deployed by CSC and GE test OK;null
salpt10111;Application;10.18.1.127;Active;CCH1;linux;IGC;done;11;Deployed by CSC and GE test OK;null
saons10007;Application;10.23.132.4;Active;ONS1;AIX;DMA-GS Ornans;null;00;Not deployed by CSC;null
sarug11752;Application;10.39.0.152;Active;RUG1;SunOS;Turbine Design & Devt Programmes Hosting;null;00;Not deployed by CSC;null
sarug11761;Application;10.39.0.236;Active;RUG1;SunOS;;null;00;Not deployed by CSC;null
satab10010;Application;10.23.113.25;Active;TAB1;AIX;DMA-GS Tarbes;null;00;Not deployed by CSC;null
sbbad19001;Application;10.238.142.181;Active;RMA1;SunOS;HyLife;null;00;Not deployed by CSC;null
sbcch10207;Application;10.239.4.209;Active;CCH1;linux;CARAT Light;done;12;Deployed by CSC and GE test OK;null
sbcch15022;Application;10.237.4.23;Active;CCH1;AIX;IMAGINE 4;null;00;Not deployed by CSC;null
sblrh10001;Application;10.23.97.55;Active;LRH1;SunOS;ELSA||BUSINESS OBJECT||SGF||AIFO||GLC;null;00;Not deployed by CSC;null
sbwin1orap;Application;10.164.119.51;Active;WND1;linux;Aware (DocKit)||webPBOM||Teamcenter Enterprise;done;12;Deployed by CSC and GE test OK;null
sc8;Application;10.23.97.108;Active;LRH1;SunOS;ERP- Archivage SAP R2;null;00;Not deployed by CSC;null
sfgnb10018;Application;10.18.146.176;Active;GNB1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sfons10005;Utility;10.23.128.74;Active;ONS1;SunOS;ANSYS;null;00;Not deployed by CSC;null
sfrug15017;Utility;10.39.0.157;Active;RUG1;linux;;done;12;Deployed by CSC and GE test OK;null
subcn13dc1;Application;10.155.31.233;Active;SPM1;AIX;DMA-GS Barcelona;null;00;Not deployed by CSC;null
sucha10001;Application;10.164.170.46;Active;CHA1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
sucrl1dma1;Application;10.79.2.49;Active;CRL1;AIX;DMA-GS Charleroi;null;00;Not deployed by CSC;null
suelb10080;Application;10.197.128.80;Active;ELB1;linux;ABAQUS Global License Control;done;12;Deployed by CSC and GE test OK;null
surid10004;Utility;10.192.192.58;Active;RID1;linux;;done;12;Deployed by CSC and GE test OK;null
surug15001;Application;10.39.0.129;Active;RUG1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
aioli;Application;10.23.208.15;Active;VBN1;SunOS;Hosting Métier||ClearCase||UNIX directory NIS VBN;null;00;Not deployed by CSC;null
baan4v;Application;10.180.119.2;Active;BUD1;linux;BAAN Budapest;done;12;Deployed by CSC and GE test OK;null
bws-s2;Application;10.128.72.175;Active;RMA1;AIX;SAP-BW for SAP-CH;done;11;Deployed by CSC and GE test OK;null
dbta05;Application;10.18.0.185;Active;CCH1;SunOS;;null;00;Not deployed by CSC;null
euler;Application;10.255.150.138;Active;CCH1;AIX;Alt@is (GRID Global ERP);done;11;Deployed by CSC and GE test OK;null
gama;Application;10.255.150.193;Active;CCH1;AIX;Infra FAST (File Transfer - Connect Direct);done;11;Deployed by CSC and GE test OK;null
italie;Application;10.23.144.49;Active;REI1;SunOS;FAO;null;00;Not deployed by CSC;null
juliar;Application;10.192.195.130;Active;RID1;HP-UX;Licence Microtec C/C++ Compiler 68K;null;00;Not deployed by CSC;null
kessel;Application;10.255.250.223;Active;GUC1;AIX;;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : ksh: 2199790 Memory fault(coredump) |; crontab Ok"
lic119;Application;10.238.146.119;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic128;Application;10.238.146.128;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic137;Application;10.238.146.137;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic146;Application;10.238.146.152;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic155;Application;10.238.146.161;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
powers1;Application;10.216.112.71;Active;VAT1;AIX;CATIA Finland;done;10;Deployed by CSC but GE test KO;ssh : connection refused
sabad10134;Application;10.128.30.205;Active;BAD1;linux;CoCoOn||STITS (Steam Turbine Integrated Tools Suite);done;11;Deployed by CSC and GE test OK;null
sabad10215;Application;10.238.14.215;Active;BAD1;linux;Inoveyou||Weekly Volumes Viewer||Bonga;done;10;Deployed by CSC but GE test KO;ssh : password
sabad10422;Application;10.238.14.23;Active;BAD1;linux;RVR TIC Apllication;done;12;Deployed by CSC and GE test OK;null
sabad10611;Application;10.238.141.111;Active;BAD1;linux;DocCommander;done;12;Deployed by CSC and GE test OK;null
sabad10698;Application;10.238.14.198;Active;BAD1;linux;ALISTA Valenciennes, Bucarest, Atagora, La Rochelle||Alista;done;12;Deployed by CSC and GE test OK;null
sabad11034;Application;10.238.206.155;Active;RMA1;linux;PMS;Asking for Password Change;01;CSC not able to deploy;null
sabad11052;Application;10.238.126.55;Active;RMA1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabad11061;Application;10.238.101.146;Active;BAD1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabad11124;Application;10.238.196.58;Active;RMA1;linux;GESDOC||Central Account Directory (CAD);done;12;Deployed by CSC and GE test OK;null
sabad11133;Application;10.238.41.133;Active;BAD1;linux;E-Project Project||Transport Reference Tables||E-Project Tender;done;20;Deployed by CSC but not testable (behind FW);null
sabad11151;Application;10.238.196.67;Active;BAD1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sabad11214;Application;10.238.127.250;Active;BAD1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sabad11250;Application;10.238.37.70;Active;BAD1;linux;e-Project (TPPR);done;20;Deployed by CSC but not testable (behind FW);null
sabad11412;Application;10.238.41.161;Active;BAD1;linux;AES;done;20;Deployed by CSC but not testable (behind FW);null
sabad11511;Application;10.238.198.56;Active;BAD1;linux;New PLM;done;20;Deployed by CSC but not testable (behind FW);null
sabad15030;Application;10.238.198.113;Active;RMA1;linux;DELMIA V6;done;12;Deployed by CSC and GE test OK;null
sabad15201;Application;10.238.198.63;Active;BAD1;linux;SUMO||MTA;done;12;Deployed by CSC and GE test OK;null
sabad15210;Application;10.238.198.205;Active;BAD1;linux;Subversion Grid||Subversion Grid;done;12;Deployed by CSC and GE test OK;null
sabad18249;Application;10.238.164.59;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18294;Application;10.238.164.114;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18429;Application;10.238.199.45;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18438;Application;10.238.199.54;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18447;Application;10.238.199.63;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad19030-vs3;Application;10.128.78.72;Active;RMA1;SunOS;PDMOne;null;00;Not deployed by CSC;null
sabad19031-vs2;Application;10.128.78.80;Active;BAD1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19040-vs2;Application;10.128.78.46;Active;RMA1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19041-vs1;Application;10.128.78.74;Active;BAD1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19059;Application;10.128.72.83;Active;BAD1;AIX;;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ko : crontab: 0481-109 You are not authorized to use the cron command."
sabad19068;Application;10.238.142.136;Active;BAD1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19338;Application;10.238.21.138;Active;BAD1;AIX;TRT SAP SOLMAN;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19356;Application;10.238.21.86;Active;BAD1;AIX;BI4 Platform (Power)||Power max (PMX) datawarehouse (BW);done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19653;Application;10.238.220.93;Active;BAD1;AIX;Powermax;done;21;Deployed by CSC and GE test on going;null
sabad35010;Application;10.236.9.39;Active;BAD1;linux;UAMS (User Authorization Management System);done;12;Deployed by CSC and GE test OK;null
sacch10062;Application;10.23.4.36;Active;CCH1;linux;Request Tracker;done;12;Deployed by CSC and GE test OK;null
sacch10125;Application;10.239.15.5;Active;CCH1;AIX;PLM FastTrack;null;00;Not deployed by CSC;null
sacch10305;Application;10.239.25.54;Active;CCH1;linux;Calculateur Scientifique||PowerFlow||StarCCM+;done;12;Deployed by CSC and GE test OK;null
sacch10440;Application;10.239.25.214;Active;CCH1;linux;DMA-GS Central server;done;11;Deployed by CSC and GE test OK;null
sacch15012;Application;10.237.9.45;Active;CCH1;linux;;done;12;Deployed by CSC and GE test OK;null
sacch15021;Application;10.237.4.22;Active;CCH1;AIX;Hibiscus;null;00;Not deployed by CSC;null
sacch15030;Application;10.237.4.29;Active;CCH1;AIX;CHAS;null;00;Not deployed by CSC;null
sacch15099;Application;10.239.27.22;Active;CCH1;linux;Managed File Transfer;done;12;Deployed by CSC and GE test OK;null
sacch15102;Application;10.237.4.102;Active;CCH1;AIX;DMA-GS Quality;null;00;Not deployed by CSC;null
sacch15639;Application;10.239.27.36;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch15657;Application;10.239.27.57;Active;CCH1;linux;Subversion Grid;done;12;Deployed by CSC and GE test OK;null
sacch15666;Application;10.239.27.66;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch35088;Application;10.237.9.162;Active;CCH1;linux;TEMPUS - GTA France;done;12;Deployed by CSC and GE test OK;null
sacch35100;Application;10.237.9.179;Active;CCH1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sarug11753;Application;10.39.0.153;Active;RUG1;SunOS;CBPMS;null;00;Not deployed by CSC;null
sasaa15017;Application;10.109.0.103;Active;SAA1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
satab10002;Application;10.23.113.84;Active;TAB1;SunOS;ClearCase;null;00;Not deployed by CSC;null
satab10011;Application;10.23.113.24;Active;TAB1;AIX;Gestion des plans (TED);null;00;Not deployed by CSC;null
sbbad10038;Application;10.238.198.153;Active;BAD1;linux;SUMO||Strategic Sizing Planning||MTA;done;12;Deployed by CSC and GE test OK;null
sbbad11361;Application;10.238.197.200;Active;BAD1;linux;ALISTA France||Alista||Subversion Grid||AES||APC-RPDM||MERCURY||TAG||FEC||FEC||HyLife;done;12;Deployed by CSC and GE test OK;null
sbbad19101;Application;10.238.143.42;Active;RMA1;AIX;ASK2||BO XI Platform (Transport)||FRACAS reporting||GridFusion (Reporting)||GridFusion||IMACS||Plant Explorer||TERANGA - Census||DWH Sourcing||POSEIDON||DWH MSF||Weekly Volumes Viewer;null;00;Not deployed by CSC;null
sbbad19110;Application;10.238.143.110;Active;RMA1;AIX;ALISTA Le Creusot, Madrid, London||Alista||ALISTA Tarbes, Charleroi, Nola||Power Source by CSC - Business Intelligence (FRFAPWSR-7IOHD)||ALISTA Valenciennes, Bucarest, Atagora, La Rochelle;null;00;Not deployed by CSC;null
sbblr10003;Application;10.107.138.172;Active;BLR1;linux;ELSA||E3Séries;done;12;Deployed by CSC and GE test OK;null
sbcch15023;Application;10.237.4.24;Active;CCH1;AIX;IMAGINE 4;null;00;Not deployed by CSC;null
sblrh15039;Application;10.23.97.53;Active;LRH1;linux;ELSA;done;12;Deployed by CSC and GE test OK;null
sdbad19511;Application;10.238.143.41;Active;BAD1;AIX;EAI Base Platform||Ulysse||BO Platform (Corporate)||SECAD GASTON;null;00;Not deployed by CSC;null
sfgnb10019;Application;10.18.146.175;Active;GNB1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sncch10038;Application;10.18.0.172;Active;CCH1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sncch10416;Application;10.239.14.7;Active;CCH1;linux;My IT Portal||AC1 - Configurator Grid;done;12;Deployed by CSC and GE test OK;null
strsrv;Application;10.128.76.145;Active;BAD1;AIX;TDS Doku server;null;00;Not deployed by CSC;null
subud15009;Application;10.180.112.32;Active;BUD1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
suric15001;Application;10.164.24.176;Active;RIC1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
george;Application;10.164.119.16;Active;WND1;SunOS;Teamcenter Enterprise;null;00;Not deployed by CSC;null
krap02;Application;10.128.72.178;Active;BAD1;AIX;SAP P02-Switzerland;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
lic129;Application;10.238.146.129;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic138;Application;10.238.146.138;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic147;Application;10.238.146.153;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic156;Application;10.238.146.162;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
mobius4;Application;10.255.250.193;Active;GUC1;AIX;;done;11;Deployed by CSC and GE test OK;null
oudini;Application;10.255.150.162;Active;CCH1;AIX;Alt@is (GRID Global ERP);done;02;Deployed by CSC but GE test KO;null
pmsbxep;Application;10.236.4.120;Active;BAD1;AIX;PW GRC;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ok; crontab Ko : crontab: 0481-109 You are not authorized to use the cron command."
sabad10135;Application;10.128.30.206;Active;BAD1;linux;STITS (Steam Turbine Integrated Tools Suite);done;11;Deployed by CSC and GE test OK;null
sabad10612;Application;10.238.141.112;Active;BAD1;linux;DocCommander;done;12;Deployed by CSC and GE test OK;null
sabad10699;Application;10.238.15.197;Active;BAD1;linux;Alista||ALISTA Valenciennes, Bucarest, Atagora, La Rochelle;done;20;Deployed by CSC but not testable (behind FW);null
sabad11026;Application;10.238.15.147;Active;BAD1;linux;Alstom Eco-Design;done;20;Deployed by CSC but not testable (behind FW);null
sabad11035;Application;10.238.206.156;Active;RMA1;linux;PMS;done;12;Deployed by CSC and GE test OK;null
sabad11053;Application;10.238.126.56;Active;RMA1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabad11125;Application;10.238.196.59;Active;RMA1;linux;Central Account Directory (CAD);done;12;Deployed by CSC and GE test OK;null
