Hostname;ServerFunction;Type;SubFunction;IPServer;InSID;ServerStatus;SiteCode;AdministratedBy;OSName;ToCollectInit;ToCollectLast
abp-vpdm;Application;Physical;Not applicable;10.99.142.16;Yes;Active;BJS2;CSC;HP-UX;true;true
null;Utility;null;null;10.178.104.52;null;Active;null;null;null;false;false
null;Application;null;null;10.165.16.17;null;Active;null;null;null;false;false
null;Application;null;null;10.162.135.24;null;Active;null;null;null;false;false
null;Application;null;null;10.238.4.162;null;Active;null;null;null;false;false
null;Application;null;null;10.255.249.83;null;Active;null;null;null;false;false
null;Application;null;null;10.65.0.206;null;Active;null;null;null;false;false
null;Application;null;null;10.99.142.12;null;Active;null;null;null;false;false
ban-arhiva;Application;Physical;Not applicable;10.218.119.19;Yes;Active;KAR1;CSC;AIX;true;true
null;Application;null;null;10.128.30.92;null;Active;null;null;null;false;false
bell;Application;Virtual;Not applicable;10.255.247.66;Yes;Active;GUC1;CSC;AIX;true;true
null;Application;null;null;10.129.191.40;null;Active;null;null;null;false;false
bresil;Application;Physical;Not applicable;10.23.144.48;Yes;Active;REI1;CSC;SunOS;true;true
null;;null;null;10.34.132.42;null;Active;null;null;null;false;false
null;Application;null;null;10.164.170.10;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.130.42.22;null;Active;null;null;null;false;false
null;Application;null;null;10.130.32.46;null;Active;null;null;null;false;false
null;Utility;null;null;10.98.136.6;null;Active;null;null;null;false;false
null;Application;null;null;10.98.188.52;null;Active;null;null;null;false;false
null;Application;null;null;10.100.0.5;null;Active;null;null;null;false;false
copernic;Application;Virtual;Database Server;10.255.150.202;Yes;Active;CCH1;CSC;AIX;true;true
cortes;Application;Virtual;Not applicable;10.255.250.189;Yes;Active;GUC1;CSC;AIX;true;true
null;Application;null;null;10.164.134.30;null;Active;null;null;null;false;false
null;Application;null;null;10.238.248.34;null;Active;null;null;null;false;false
null;Application;null;null;10.139.143.46;null;Active;null;null;null;false;false
null;Application;null;null;10.177.244.20;null;Active;null;null;null;false;false
null;Application;null;null;10.53.76.81;null;Active;null;null;null;false;false
null;Utility;null;null;10.53.196.38;null;Active;null;null;null;false;false
null;Application;null;null;10.53.56.10;null;Active;null;null;null;false;false
null;Application;null;null;10.53.49.116;null;Active;null;null;null;false;false
null;Application;null;null;10.53.49.150;null;Active;null;null;null;false;false
null;Application;null;null;10.160.49.23;null;Active;null;null;null;false;false
erp-v47-s2;Application;Virtual;Database Server;10.128.72.174;Yes;Active;BAD1;CSC;AIX;true;true
null;Application;null;null;10.216.116.110;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.249.97.45;null;Active;null;null;null;false;false
null;Application;null;null;10.249.97.150;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.249.97.104;null;Active;null;null;null;false;false
null;Application;null;null;10.249.103.240;null;Active;null;null;null;false;false
null;Utility;null;null;10.22.241.68;null;Active;null;null;null;false;false
null;Utility;null;null;10.255.147.50;null;Active;null;null;null;false;false
null;Utility;null;null;10.255.147.60;null;Active;null;null;null;false;false
null;Utility;null;null;10.255.147.85;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.255.249.88;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.255.142.147;null;Active;null;null;null;false;false
frdtc01ws84lx;Infrastructure;Virtual;Not applicable;10.255.149.28;Yes;Active;CCH1;CSC;linux;true;false
null;Application;null;null;10.22.140.110;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.249.123.30;null;Active;null;null;null;false;false
null;Application;null;null;10.32.128.165;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.32.140.22;null;Active;null;null;null;false;false
null;Application;null;null;10.32.128.182;null;Active;null;null;null;false;false
gec10;Application;Physical;Not applicable;10.23.4.133;Yes;Active;OUS1;CSC;SunOS;true;true
null;Application;null;null;10.218.10.58;null;Active;null;null;null;false;false
null;Application;null;null;10.218.10.65;null;Active;null;null;null;false;false
null;Application;null;null;10.177.103.19;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.22;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.177.228.23;null;Active;null;null;null;false;false
null;Application;null;null;10.3.34.85;null;;null;null;null;false;false
null;Application;null;null;10.2.34.80;null;Active;null;null;null;false;false
null;Application;null;null;10.107.138.195;null;Active;null;null;null;false;false
null;Utility;null;null;10.104.152.126;null;Active;null;null;null;false;false
null;Utility;null;null;10.106.128.59;null;Active;null;null;null;false;false
null;Application;null;null;10.106.128.78;null;Active;null;null;null;false;false
null;Application;null;null;10.104.224.57;null;Active;null;null;null;false;false
null;Application;null;null;10.104.224.62;null;Active;null;null;null;false;false
null;Application;null;null;10.104.160.26;null;Active;null;null;null;false;false
null;Application;null;null;10.104.193.56;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.114.132.15;null;Active;null;null;null;false;false
null;Application;null;null;10.114.132.6;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.167.23.11;null;Active;null;null;null;false;false
null;Application;null;null;10.193.112.90;null;Active;null;null;null;false;false
null;Application;null;null;10.131.31.14;null;Active;null;null;null;false;false
lic104;Application;Physical;Not applicable;10.238.146.104;Yes;Active;BAD1;CSC;linux;true;true
lic113;Application;Physical;Not applicable;10.238.146.113;Yes;Active;BAD1;CSC;linux;true;true
lic122;Application;Physical;Not applicable;10.238.146.122;Yes;Active;BAD1;CSC;linux;true;true
lic131;Application;Physical;Not applicable;10.238.146.131;Yes;Active;BAD1;CSC;linux;true;true
lic140;Application;Physical;Not applicable;10.238.146.140;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.169.16.21;null;Active;null;null;null;false;false
lpar202;Infrastructure;Virtual;Not applicable;10.255.251.6;Yes;Active;GUC1;CSC;AIX;true;false
null;Utility;null;null;10.23.208.7;null;Active;null;null;null;false;false
null;Application;null;null;10.163.64.52;null;Active;null;null;null;false;false
null;Utility;null;null;10.122.144.11;null;Active;null;null;null;false;false
null;Application;null;null;10.3.5.12;null;Active;null;null;null;false;false
null;Application;null;null;10.23.113.48;null;Active;null;null;null;false;false
null;Application;null;null;10.238.125.78;null;Active;null;null;null;false;false
null;Application;null;null;10.238.206.45;null;Active;null;null;null;false;false
null;Application;null;null;10.34.172.111;null;;null;null;null;false;false
pharaon;Infrastructure;Physical;Not applicable;10.23.4.118;Yes;Active;CCH1;CSC;SunOS;true;false
null;Application;null;null;10.167.23.83;null;Active;null;null;null;false;false
null;Application;null;null;10.178.2.33;null;Active;null;null;null;false;false
null;Utility;null;null;10.178.2.32;null;Active;null;null;null;false;false
null;Application;null;null;10.34.206.101;null;Active;null;null;null;false;false
null;Application;null;null;10.83.148.170;null;Active;null;null;null;false;false
null;Application;null;null;10.209.39.159;null;Active;null;null;null;false;false
saaxb10910;Infrastructure;Physical;Not applicable;10.249.97.62;Yes;Active;AXB1;CSC;linux;true;false
sabad10011;Application;Virtual;Not applicable;10.238.14.30;Yes;Active;BAD1;CSC;linux;true;true
sabad10179;Infrastructure;Virtual;Not applicable;10.238.126.179;Yes;Active;BAD1;CSC;linux;true;false
null;Application;null;null;10.238.141.35;null;Active;null;null;null;false;false
null;Application;null;null;10.238.126.41;null;Active;null;null;null;false;false
null;Application;null;null;10.238.15.242;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.238.127.212;null;Active;null;null;null;false;false
null;Application;null;null;10.238.141.42;null;Active;null;null;null;false;false
sabad10467;Application;Physical;Not applicable;10.238.15.51;Yes;Active;BAD1;CSC;linux;true;true
null;Utility;null;null;10.238.125.122;null;Active;null;null;null;false;false
sabad10575;Application;Virtual;Not applicable;10.238.15.101;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.127.85;null;Active;null;null;null;false;false
sabad10638;Application;Physical;Web Server;10.238.15.138;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.15.80;null;Active;null;null;null;false;false
null;Application;null;null;10.238.15.201;null;Active;null;null;null;false;false
null;Application;null;null;10.238.127.54;null;Active;null;null;null;false;false
null;Application;null;null;10.238.9.125;null;Active;null;null;null;false;false
null;Application;null;null;10.238.141.227;null;Active;null;null;null;false;false
null;Application;null;null;10.238.217.86;null;Active;null;null;null;false;false
sabad10773;Application;Virtual;Web Server;10.238.127.69;Yes;Active;BAD1;CSC;linux;true;true
sabad10782;Application;Virtual;Not applicable;10.238.15.56;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.127.221;null;Active;null;null;null;false;false
null;Application;null;null;10.238.127.164;null;Active;null;null;null;false;false
null;Application;null;null;10.238.127.127;null;Active;null;null;null;false;false
null;Application;null;null;10.235.202.30;null;Active;null;null;null;false;false
null;Application;null;null;10.238.206.50;null;Active;null;null;null;false;false
sabad10935;Application;Virtual;Not applicable;10.238.127.166;Yes;Active;BAD1;CSC;linux;true;true
sabad10953;Application;Physical;Not applicable;10.238.206.153;Yes;Active;BAD1;CSC;linux;true;true
sabad10962;Application;Physical;Not applicable;10.238.206.149;Yes;Active;RMA1;CSC;linux;true;true
sabad10971;Infrastructure;Virtual;Not applicable;10.238.127.169;Yes;Active;BAD1;CSC;linux;true;false
null;Application;null;null;10.238.141.74;null;Active;null;null;null;false;false
sabad11010;Application;Virtual;Not applicable;10.238.196.125;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.196.100;null;Active;null;null;null;false;false
sabad11178;Application;Virtual;Web Server;10.238.40.78;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.196.187;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.95;null;Active;null;null;null;false;false
sabad11259;Application;Virtual;Not applicable;10.235.202.132;Yes;Active;BAD1;CSC;linux;true;true
sabad11376;Application;Physical;Not applicable;10.238.219.125;Yes;Active;BAD1;CSC;linux;true;true
sabad11385;Application;Virtual;Web Server;10.238.41.46;Yes;Active;BAD1;CSC;linux;true;true
sabad11394;Application;Virtual;Not applicable;10.238.196.158;Yes;Active;RMA1;CSC;linux;true;true
null;Application;null;null;10.238.196.251;null;Active;null;null;null;false;false
sabad11448;Application;Physical;Not applicable;10.238.206.48;Yes;Active;RMA1;CSC;linux;true;true
null;Application;null;null;10.238.198.22;null;Active;null;null;null;false;false
sabad11484;Application;Virtual;Not applicable;10.235.202.165;Yes;Active;RMA1;CSC;linux;true;true
sabad11493;Application;Virtual;Not applicable;10.235.202.116;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.235.202.194;null;Active;null;null;null;false;false
null;Application;null;null;10.238.82.35;null;Active;null;null;null;false;false
null;Application;null;null;10.235.202.112;null;Active;null;null;null;false;false
null;Application;null;null;10.238.11.100;null;Active;null;null;null;false;false
null;Application;null;null;10.236.16.36;null;Active;null;null;null;false;false
sabad15165;Application;Virtual;Not applicable;10.235.202.175;Yes;Active;RMA1;CSC;AIX;true;true
null;Application;null;null;10.238.83.51;null;Delivered;null;null;null;false;false
null;Application;null;null;10.238.219.135;null;Active;null;null;null;false;false
null;Application;null;null;10.238.8.100;null;Active;null;null;null;false;false
null;Application;null;null;10.238.217.129;null;Active;null;null;null;false;false
null;Application;null;null;10.235.202.142;null;Active;null;null;null;false;false
sabad16146;Application;Virtual;Not applicable;10.236.4.146;Yes;Active;RMA1;CSC;AIX;true;true
sabad18108;Application;Physical;Not applicable;10.238.168.18;Yes;Active;BAD1;CSC;linux;true;true
sabad18117;Application;Physical;Not applicable;10.238.168.27;Yes;Active;BAD1;CSC;linux;true;true
sabad18126;Application;Physical;Not applicable;10.238.168.36;Yes;Active;BAD1;CSC;linux;true;true
sabad18135;Application;Physical;Not applicable;10.238.168.45;Yes;Active;BAD1;CSC;linux;true;true
sabad18144;Application;Physical;Not applicable;10.238.168.54;Yes;Active;BAD1;CSC;linux;true;true
sabad18153;Application;Physical;Not applicable;10.238.168.63;Yes;Active;BAD1;CSC;linux;true;true
sabad18207;Application;Physical;Not applicable;10.238.164.17;Yes;Active;BAD1;CSC;linux;true;true
sabad18216;Application;Physical;Not applicable;10.238.164.26;Yes;Active;BAD1;CSC;linux;true;true
sabad18225;Application;Physical;Not applicable;10.238.164.35;Yes;Active;BAD1;CSC;linux;true;true
sabad18234;Application;Physical;Not applicable;10.238.164.44;Yes;Active;BAD1;CSC;linux;true;true
sabad18243;Application;Physical;Not applicable;10.238.164.53;Yes;Active;BAD1;CSC;linux;true;true
sabad18252;Application;Physical;Not applicable;10.238.164.62;Yes;Active;BAD1;CSC;linux;true;true
sabad18306;Application;Physical;Not applicable;10.238.168.206;Yes;Active;BAD1;CSC;linux;true;true
null;Utility;null;null;10.238.101.54;null;Active;null;null;null;false;false
sabad18405;Application;Physical;Not applicable;10.238.199.21;Yes;Active;BAD1;CSC;linux;true;true
sabad18414;Application;Physical;Not applicable;10.238.199.30;Yes;Active;BAD1;CSC;linux;true;true
sabad18423;Application;Physical;Not applicable;10.238.199.39;Yes;Active;BAD1;CSC;linux;true;true
sabad18432;Application;Physical;Not applicable;10.238.199.48;Yes;Active;BAD1;CSC;linux;true;true
sabad18441;Application;Physical;Not applicable;10.238.199.57;Yes;Active;BAD1;CSC;linux;true;true
sabad19017;Application;Virtual;Database Server;10.238.21.84;Yes;Active;BAD1;CSC;AIX;true;true
sabad19030-vs10;Application;Virtual;Web Server;10.128.78.86;Yes;Active;RMA1;CSC;SunOS;true;true
sabad19044;Application;Virtual;Database Server;10.128.78.147;Yes;Active;BAD1;CSC;AIX;true;true
sabad19053;Application;Virtual;Not applicable;10.238.142.198;Yes;Active;BAD1;CSC;SunOS;true;true
sabad19071;Infrastructure;Physical;Not applicable;10.238.142.31;Yes;Active;BAD1;CSC;SunOS;true;false
sabad19080;Application;Physical;Not applicable;10.128.78.67;Yes;Active;BAD1;CSC;linux;true;true
sabad19161;Application;Virtual;Not applicable;10.238.142.172;Yes;Active;BAD1;CSC;SunOS;true;true
sabad19170;Infrastructure;Physical;Not applicable;10.238.142.105;Yes;Active;BAD1;CSC;SunOS;true;false
sabad19251;Application;Virtual;Web Server;10.238.101.21;Yes;Active;RMA1;CSC;SunOS;true;true
sabad19260;Application;Virtual;Database Server;10.238.21.107;Yes;Active;BAD1;CSC;AIX;true;true
sabad19305;Application;Virtual;Database Server;10.235.202.55;Yes;Active;BAD1;CSC;AIX;true;true
sabad19323;Application;Virtual;Not applicable;10.238.220.75;Yes;Active;RMA1;CSC;AIX;true;true
sabad19341;Application;Virtual;Not applicable;10.238.220.81;Yes;Active;RMA1;CSC;AIX;true;true
sabad19404;Application;Virtual;Not applicable;10.238.21.37;Yes;Active;BAD1;CSC;AIX;true;true
sabad19413;Application;Virtual;Database Server;10.238.21.44;Yes;Active;BAD1;CSC;AIX;true;true
sabad19602;Application;Virtual;Not applicable;10.238.21.113;Yes;Active;BAD1;CSC;AIX;true;true
null;Application;null;null;10.238.220.70;null;Active;null;null;null;false;false
null;Application;null;null;10.238.82.51;null;Active;null;null;null;false;false
sabad19788;Application;Virtual;Database Server;10.238.143.103;Yes;Active;BAD1;CSC;AIX;true;true
sabad19797;Application;Virtual;Database Server;10.235.202.63;Yes;Active;BAD1;CSC;AIX;true;true
sabad19800;Application;Virtual;Not applicable;10.128.78.48;Yes;Active;BAD1;CSC;AIX;true;true
sabad35037;Application;Virtual;Not applicable;10.236.9.83;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.236.9.99;null;Active;null;null;null;false;false
sabad35055;Infrastructure;Virtual;Not applicable;10.236.9.112;Yes;Active;BAD1;CSC;linux;true;false
null;Application;null;null;10.236.9.34;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.153.6.172;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.183;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.184;null;Active;null;null;null;false;false
null;Application;null;null;10.155.24.18;null;Active;null;null;null;false;false
null;Application;null;null;10.155.24.131;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.151;null;Active;null;null;null;false;false
null;Utility;null;null;10.153.6.114;null;Active;null;null;null;false;false
null;Application;null;null;10.99.141.10;null;Active;null;null;null;false;false
null;Application;null;null;10.115.0.181;null;Active;null;null;null;false;false
null;Application;null;null;10.115.1.22;null;Active;null;null;null;false;false
sablq11621;Application;Virtual;Not applicable;10.115.1.38;Yes;Active;BLQ1;CSC;linux;true;true
null;Application;null;null;10.115.1.14;null;Active;null;null;null;false;false
null;Application;null;null;10.107.138.173;null;Active;null;null;null;false;false
null;Application;null;null;10.107.138.200;null;Active;null;null;null;false;false
sabor10025;Application;Virtual;Database Server;10.23.176.12;Yes;Active;BOR1;CSC;AIX;true;true
null;Application;null;null;10.175.117.53;null;Active;null;null;null;false;false
null;Application;null;null;10.83.134.160;null;Active;null;null;null;false;false
null;Application;null;null;10.203.112.23;null;Active;null;null;null;false;false
null;Application;null;null;10.176.207.171;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.3.4.170;null;Active;null;null;null;false;false
null;Application;null;null;10.18.0.73;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.17.36.39;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.17.36.150;null;Active;null;null;null;false;false
sacch10101;Application;Physical;Web Server;10.17.36.40;Yes;Active;CCH1;CSC;linux;true;true
null;Utility;null;null;10.18.0.59;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.239.25.34;null;Active;null;null;null;false;false
sacch10287;Application;Virtual;Database Server;10.235.194.44;Yes;Active;CCH1;CSC;AIX;true;true
null;Infrastructure;null;null;10.239.25.131;null;Active;null;null;null;false;false
sacch10368;Application;Virtual;Not applicable;10.235.194.48;Yes;Active;CCH1;CSC;SunOS;true;true
sacch10377;Application;Virtual;Database Server;10.235.194.54;Yes;Active;CCH1;CSC;AIX;true;true
sacch10449;Application;Physical;Infosec Services;10.239.25.234;Yes;Active;CCH1;CSC;linux;true;true
sacch10458;Application;Virtual;Not applicable;10.239.25.231;Yes;Active;CCH1;CSC;linux;true;true
sacch10467;Application;Virtual;Web Server;10.239.25.249;Yes;Active;CCH1;CSC;linux;true;true
null;Infrastructure;null;null;10.239.26.46;null;Active;null;null;null;false;false
sacch10494;Infrastructure;Physical;Not applicable;10.17.37.25;Yes;Active;CCH1;CSC;linux;true;false
null;Application;null;null;10.239.26.232;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.12;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.74;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.42;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.225;null;Active;null;null;null;false;false
sacch10854;Infrastructure;Virtual;Not applicable;10.239.25.182;Yes;Active;CCH1;CSC;linux;true;false
sacch10917;Infrastructure;Virtual;Not applicable;10.239.4.18;Yes;Active;CCH1;CSC;AIX;true;false
sacch10944;Infrastructure;Virtual;Not applicable;10.239.4.44;Yes;Active;CCH1;CSC;AIX;true;false
sacch15057;Application;Virtual;Database Server;10.237.4.57;Yes;Active;CCH1;CSC;AIX;true;true
null;Application;null;null;10.235.194.76;null;Active;null;null;null;false;false
sacch15084;Application;Virtual;Not applicable;10.237.4.84;Yes;Active;CCH1;CSC;AIX;true;true
sacch15093;Application;Virtual;Not applicable;10.237.4.93;Yes;Active;CCH1;CSC;AIX;true;true
null;Application;null;null;10.235.194.177;null;Active;null;null;null;false;false
null;Application;null;null;10.237.4.138;null;Delivered;null;null;null;false;false
null;Application;null;null;10.235.194.153;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.162;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.96;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.116;null;Active;null;null;null;false;false
null;Application;null;null;10.239.25.191;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.17.18.107;null;Active;null;null;null;false;false
null;Application;null;null;10.239.26.32;null;Active;null;null;null;false;false
null;Application;null;null;10.239.15.24;null;Active;null;null;null;false;false
null;Application;null;null;10.239.26.152;null;Active;null;null;null;false;false
null;Application;null;null;10.239.26.117;null;Active;null;null;null;false;false
sacch15570;Application;Virtual;Not applicable;10.239.8.4;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.239.15.27;null;Active;null;null;null;false;false
sacch15624;Application;Virtual;Not applicable;10.235.194.117;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.239.27.39;null;Active;null;null;null;false;false
sacch15651;Application;Virtual;Web Server;10.239.27.51;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.235.194.122;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.120;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.136;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.155;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.163;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.181;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.41;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.56;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.245;null;Delivered;null;null;null;false;false
null;Application;null;null;10.239.28.107;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.84;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.81;null;Active;null;null;null;false;false
sacch35046;Application;Virtual;Not applicable;10.237.9.108;Yes;Active;CCH1;CSC;linux;true;true
sacch35055;Application;Virtual;Not applicable;10.237.9.117;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.235.194.87;null;Active;null;null;null;false;false
sacch35073;Application;Virtual;Not applicable;10.237.9.142;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.235.194.93;null;Active;null;null;null;false;false
sacch35091;Application;Virtual;Not applicable;10.237.9.165;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.237.9.189;null;Active;null;null;null;false;false
null;Application;null;null;10.237.9.199;null;Active;null;null;null;false;false
null;Application;null;null;10.237.9.209;null;Active;null;null;null;false;false
null;Application;null;null;10.83.154.170;null;Active;null;null;null;false;false
null;Application;null;null;10.164.170.82;null;Active;null;null;null;false;false
sacrl1gla2;Application;Virtual;Database Server;10.79.2.56;Yes;Active;CRL1;CSC;linux;true;true
null;Application;null;null;10.79.2.239;null;Active;null;null;null;false;false
null;Utility;null;null;10.79.2.133;null;Active;null;null;null;false;false
null;Application;null;null;10.176.132.69;null;Active;null;null;null;false;false
sadef10008;Infrastructure;Virtual;Not applicable;10.255.249.96;Yes;Active;GUC1;CSC;AIX;true;false
null;Application;null;null;10.108.100.170;null;Active;null;null;null;false;false
null;Application;null;null;10.107.142.3;null;Active;null;null;null;false;false
null;Application;null;null;10.178.108.73;null;Delivered;null;null;null;false;false
null;Application;null;null;10.197.128.249;null;Active;null;null;null;false;false
null;Application;null;null;10.197.128.250;null;Active;null;null;null;false;false
null;Application;null;null;10.18.146.207;null;Active;null;null;null;false;false
null;Application;null;null;10.18.146.140;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.255.249.114;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.255.197.19;null;Active;null;null;null;false;false
null;Application;null;null;10.255.250.215;null;Active;null;null;null;false;false
null;Application;null;null;10.183.148.180;null;Active;null;null;null;false;false
null;Application;null;null;10.183.149.170;null;Active;null;null;null;false;false
null;Application;null;null;10.183.2.173;null;Active;null;null;null;false;false
null;Application;null;null;10.163.64.97;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.104.152.180;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.106.156.96;null;Active;null;null;null;false;false
null;Application;null;null;10.167.23.114;null;Active;null;null;null;false;false
null;Application;null;null;10.218.10.72;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.189.112.35;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.23.81.255;null;Active;null;null;null;false;false
null;Application;null;null;10.18.225.37;null;Active;null;null;null;false;false
null;Application;null;null;10.177.250.180;null;Active;null;null;null;false;false
null;Application;null;null;10.177.251.170;null;Active;null;null;null;false;false
salpt10067;Application;Virtual;Not applicable;10.18.0.100;Yes;Active;CCH1;CSC;linux;true;true
salrh10018;Infrastructure;Virtual;Not applicable;10.23.97.90;Yes;Active;LRH1;CSC;SunOS;true;false
salrh10027;Application;Virtual;Database Server;10.23.97.162;Yes;Active;LRH1;CSC;SunOS;true;true
salrh10036;Application;Virtual;Not applicable;10.23.97.187;Yes;Active;LRH1;CSC;linux;true;true
null;Application;null;null;10.53.196.35;null;Active;null;null;null;false;false
null;Application;null;null;10.123.141.180;null;Active;null;null;null;false;false
null;Application;null;null;10.50.56.191;null;Active;null;null;null;false;false
null;Application;null;null;10.50.56.198;null;Active;null;null;null;false;false
null;Application;null;null;10.50.56.167;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.50.56.234;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.50.56.97;null;Active;null;null;null;false;false
null;Application;null;null;10.66.97.170;null;Active;null;null;null;false;false
sante10006;Application;Virtual;Not applicable;10.18.0.137;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.130.32.39;null;Active;null;null;null;false;false
null;Application;null;null;10.23.4.23;null;Active;null;null;null;false;false
null;Application;null;null;10.179.34.100;null;Active;null;null;null;false;false
null;Application;null;null;10.179.104.8;null;Active;null;null;null;false;false
null;Application;null;null;10.249.49.40;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.23.71.121;null;Active;null;null;null;false;false
null;Application;null;null;10.83.2.18;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.83.2.76;null;Active;null;null;null;false;false
sarei10005;Application;Virtual;Database Server;10.23.144.9;Yes;Active;REI1;CSC;AIX;true;true
null;Application;null;null;10.160.12.13;null;Active;null;null;null;false;false
null;Application;null;null;10.164.24.14;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.236.20.27;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.13;null;Active;null;null;null;false;false
null;Application;null;null;10.238.198.211;null;Active;null;null;null;false;false
sarma15011;Application;Virtual;Not applicable;10.238.198.220;Yes;Active;RMA1;CSC;linux;true;true
null;Infrastructure;null;null;10.236.16.179;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.98;null;Active;null;null;null;false;false
null;Application;null;null;10.236.16.38;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.213;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.29;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.38;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.47;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.56;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.65;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.74;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.83;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.92;null;Active;null;null;null;false;false
null;Application;null;null;10.236.9.225;null;Active;null;null;null;false;false
null;Application;null;null;10.236.9.234;null;Active;null;null;null;false;false
null;Application;null;null;10.238.143.216;null;Active;null;null;null;false;false
null;Application;null;null;10.238.21.120;null;Active;null;null;null;false;false
null;Application;null;null;10.163.64.128;null;Active;null;null;null;false;false
saroc13dc2;Application;Virtual;Not applicable;10.163.0.55;Yes;Active;HNW1;CSC;AIX;true;true
sarug15050;Infrastructure;Virtual;Not applicable;10.39.0.119;Yes;Active;RUG1;CSC;linux;true;false
null;Infrastructure;null;null;10.34.10.38;null;Active;null;null;null;false;false
null;Utility;null;null;10.34.10.70;null;Active;null;null;null;false;false
null;Application;null;null;10.39.26.13;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.169;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.175;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.187;null;Active;null;null;null;false;false
