Hostname;ServerFunction;Type;SubFunction;IPServer;InSID;ServerStatus;SiteCode;AdministratedBy;OSName;ToCollectInit;ToCollectLast
null;Application;null;null;10.32.128.87;null;Active;null;null;null;false;false
null;Application;null;null;10.32.128.152;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.32.140.24;null;Active;null;null;null;false;false
null;Application;null;null;10.32.128.157;null;Active;null;null;null;false;false
gcnsse;Application;Virtual;Not applicable;10.239.4.214;Yes;Active;CCH1;CSC;SunOS;true;true
null;Application;null;null;10.34.114.3;null;Active;null;null;null;false;false
hawai;Application;Physical;Not applicable;10.23.29.32;Yes;Active;OUS1;CSC;SunOS;true;true
null;Application;null;null;10.3.5.6;null;Active;null;null;null;false;false
null;Application;null;null;10.3.4.11;null;Active;null;null;null;false;false
null;;null;null;10.165.128.25;null;Active;null;null;null;false;false
null;Utility;null;null;10.180.112.3;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.55;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.177.206.23;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.176.248.23;null;Active;null;null;null;false;false
null;Utility;null;null;10.181.128.27;null;Active;null;null;null;false;false
null;Application;null;null;10.1.34.80;null;Active;null;null;null;false;false
null;Application;null;null;10.104.176.160;null;Active;null;null;null;false;false
null;Application;null;null;10.104.152.140;null;Active;null;null;null;false;false
null;Application;null;null;10.104.193.1;null;Active;null;null;null;false;false
null;Application;null;null;10.104.193.198;null;Active;null;null;null;false;false
null;Application;null;null;10.104.193.6;null;Active;null;null;null;false;false
null;Application;null;null;10.114.132.17;null;Active;null;null;null;false;false
null;Application;null;null;10.183.120.221;null;Active;null;null;null;false;false
null;Application;null;null;10.115.0.10;null;Active;null;null;null;false;false
null;;null;null;10.207.128.3;null;;null;null;null;false;false
null;Application;null;null;10.249.22.27;null;Active;null;null;null;false;false
lic106;Application;Physical;Not applicable;10.238.146.106;Yes;Active;BAD1;CSC;linux;true;true
lic115;Application;Physical;Not applicable;10.238.146.115;Yes;Active;BAD1;CSC;linux;true;true
lic124;Application;Physical;Not applicable;10.238.146.124;Yes;Active;BAD1;CSC;linux;true;true
lic133;Application;Physical;Not applicable;10.238.146.133;Yes;Active;BAD1;CSC;linux;true;true
lic142;Application;Physical;Not applicable;10.238.146.148;Yes;Active;BAD1;CSC;linux;true;true
lic151;Application;Physical;Not applicable;10.238.146.157;Yes;Active;BAD1;CSC;linux;true;true
lpar105;Infrastructure;Virtual;Not applicable;10.255.151.9;Yes;Active;CCH1;CSC;AIX;true;false
lpar204;Infrastructure;Virtual;Not applicable;10.255.251.8;Yes;Active;GUC1;CSC;AIX;true;false
null;Infrastructure;null;null;10.1.44.172;null;Active;null;null;null;false;false
null;;null;null;10.39.0.158;null;Inbuild;null;null;null;false;false
null;Application;null;null;10.90.32.23;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.189.112.25;null;Active;null;null;null;false;false
networker;Infrastructure;Physical;Not applicable;10.23.67.7;Yes;Active;PTF1;CSC;linux;true;false
oracle1-s1;Application;Virtual;Database Server;10.128.72.167;Yes;Active;BAD1;CSC;AIX;true;true
null;Application;null;null;10.176.136.220;null;Active;null;null;null;false;false
pascal;Application;Virtual;Database Server;10.255.150.136;Yes;Active;CCH1;CSC;AIX;true;true
null;Application;null;null;10.238.141.149;null;Active;null;null;null;false;false
null;Application;null;null;10.238.141.146;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.162.145.12;null;Active;null;null;null;false;false
null;Application;null;null;10.79.2.3;null;Active;null;null;null;false;false
null;Application;null;null;10.167.23.85;null;Active;null;null;null;false;false
null;Utility;null;null;10.249.224.31;null;Active;null;null;null;false;false
null;Application;null;null;10.83.148.173;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.238.126.19;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.238.141.251;null;Active;null;null;null;false;false
null;Application;null;null;10.238.197.42;null;Active;null;null;null;false;false
null;Application;null;null;10.235.202.21;null;Active;null;null;null;false;false
null;Application;null;null;10.238.125.211;null;Active;null;null;null;false;false
sabad10298;Application;Virtual;Not applicable;10.238.125.98;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.15.53;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.238.141.197;null;Active;null;null;null;false;false
sabad10400;Application;Virtual;Web Server;10.238.14.245;Yes;Active;BAD1;CSC;linux;true;true
null;Infrastructure;null;null;10.238.141.178;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.238.127.196;null;Active;null;null;null;false;false
null;Application;null;null;10.236.7.47;null;Active;null;null;null;false;false
sabad10568;Application;Virtual;Not applicable;10.238.125.68;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.126.158;null;Active;null;null;null;false;false
null;Application;null;null;10.238.15.194;null;Active;null;null;null;false;false
null;Application;null;null;10.238.217.88;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.238.24.166;null;Active;null;null;null;false;false
null;Application;null;null;10.238.127.51;null;Active;null;null;null;false;false
null;Application;null;null;10.238.101.229;null;Active;null;null;null;false;false
null;Application;null;null;10.238.127.113;null;Active;null;null;null;false;false
null;Application;null;null;10.235.202.27;null;Active;null;null;null;false;false
null;Application;null;null;10.238.141.192;null;Active;null;null;null;false;false
null;Application;null;null;10.238.206.52;null;Active;null;null;null;false;false
null;Application;null;null;10.238.217.61;null;Active;null;null;null;false;false
sabad10955;Application;Physical;Not applicable;10.238.206.154;Yes;Active;RMA1;CSC;linux;true;true
sabad10964;Application;Virtual;Not applicable;10.238.126.185;Yes;Active;BAD1;CSC;linux;true;true
sabad10973;Application;Virtual;Infosec Services;10.238.14.176;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.141.76;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.193;null;Active;null;null;null;false;false
null;Utility;null;null;10.238.82.177;null;Active;null;null;null;false;false
sabad11189;Application;Virtual;Not applicable;10.238.196.89;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.196.198;null;Active;null;null;null;false;false
null;Application;null;null;10.238.198.195;null;Active;null;null;null;false;false
sabad11210;Application;Virtual;Not applicable;10.238.127.56;Yes;Active;BAD1;CSC;linux;true;true
sabad11279;Application;Virtual;Not applicable;10.238.14.89;Yes;Active;BAD1;CSC;linux;true;true
null;Infrastructure;null;null;10.238.206.140;null;Active;null;null;null;false;false
sabad11369;Application;Virtual;Not applicable;10.238.196.171;Yes;Active;RMA1;CSC;linux;true;true
null;Application;null;null;10.238.196.76;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.203;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.30;null;Active;null;null;null;false;false
null;Application;null;null;10.238.198.28;null;Active;null;null;null;false;false
sabad11495;Application;Virtual;Not applicable;10.235.202.119;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.198.50;null;Active;null;null;null;false;false
null;Application;null;null;10.238.208.58;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.236.20.20;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.238.208.192;null;Active;null;null;null;false;false
null;Application;null;null;10.235.202.48;null;Active;null;null;null;false;false
null;Application;null;null;10.238.39.86;null;Active;null;null;null;false;false
sabad15419;Application;Virtual;Not applicable;10.238.127.190;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.219.129;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.97;null;Active;null;null;null;false;false
sabad16148;Application;Virtual;Not applicable;10.236.4.148;Yes;Active;RMA1;CSC;AIX;true;true
sabad16166;Application;Virtual;Not applicable;10.235.202.176;Yes;Active;RMA1;CSC;AIX;true;true
sabad18119;Application;Physical;Not applicable;10.238.168.29;Yes;Active;BAD1;CSC;linux;true;true
sabad18128;Application;Physical;Not applicable;10.238.168.38;Yes;Active;BAD1;CSC;linux;true;true
sabad18137;Application;Physical;Not applicable;10.238.168.47;Yes;Active;BAD1;CSC;linux;true;true
sabad18146;Application;Physical;Not applicable;10.238.168.56;Yes;Active;BAD1;CSC;linux;true;true
sabad18155;Application;Physical;Not applicable;10.238.168.65;Yes;Active;BAD1;CSC;linux;true;true
sabad18209;Application;Physical;Not applicable;10.238.164.19;Yes;Active;BAD1;CSC;linux;true;true
sabad18218;Application;Physical;Not applicable;10.238.164.28;Yes;Active;BAD1;CSC;linux;true;true
sabad18227;Application;Physical;Not applicable;10.238.164.37;Yes;Active;BAD1;CSC;linux;true;true
sabad18236;Application;Physical;Not applicable;10.238.164.46;Yes;Active;BAD1;CSC;linux;true;true
sabad18245;Application;Physical;Not applicable;10.238.164.55;Yes;Active;BAD1;CSC;linux;true;true
sabad18254;Application;Physical;Not applicable;10.238.164.64;Yes;Active;BAD1;CSC;linux;true;true
sabad18308;Application;Physical;Not applicable;10.238.168.208;Yes;Active;BAD1;CSC;linux;true;true
sabad18407;Application;Physical;Not applicable;10.238.199.23;Yes;Active;BAD1;CSC;linux;true;true
sabad18416;Application;Physical;Not applicable;10.238.199.32;Yes;Active;BAD1;CSC;linux;true;true
sabad18425;Application;Physical;Not applicable;10.238.199.41;Yes;Active;BAD1;CSC;linux;true;true
sabad18434;Application;Physical;Not applicable;10.238.199.50;Yes;Active;BAD1;CSC;linux;true;true
sabad18443;Application;Physical;Not applicable;10.238.199.59;Yes;Active;BAD1;CSC;linux;true;true
sabad18998;Infrastructure;Physical;Not applicable;10.238.179.42;Yes;Active;BAD1;CSC;linux;true;false
sabad19019;Application;Virtual;Database Server;10.128.72.202;Yes;Active;BAD1;CSC;AIX;true;true
sabad19031-vs11;Application;Virtual;Web Server;10.128.78.153;Yes;Active;BAD1;CSC;SunOS;true;true
sabad19041-vs11;Application;Virtual;Web Server;10.128.78.154;Yes;Active;BAD1;CSC;SunOS;true;true
sabad19046;Application;Physical;Not applicable;10.236.7.45;Yes;Active;BAD1;CSC;SunOS;true;true
sabad19163;Application;Virtual;Not applicable;10.238.142.165;Yes;Active;BAD1;CSC;SunOS;true;true
sabad19262;Application;Virtual;Not applicable;10.238.142.84;Yes;Active;RMA1;CSC;SunOS;true;true
sabad19271;Application;Virtual;Not applicable;10.238.142.237;Yes;Active;BAD1;CSC;SunOS;true;true
sabad19307;Application;Virtual;Database Server;10.238.220.67;Yes;Active;BAD1;CSC;AIX;true;true
sabad19325;Application;Virtual;Not applicable;10.238.143.200;Yes;Active;BAD1;CSC;AIX;true;true
sabad19343;Application;Virtual;Not applicable;10.238.220.83;Yes;Active;RMA1;CSC;AIX;true;true
sabad19352;Application;Virtual;Database Server;10.238.21.76;Yes;Active;BAD1;CSC;AIX;true;true
sabad19361;Application;Virtual;Web Server;10.238.220.86;Yes;Active;BAD1;CSC;AIX;true;true
sabad19406;Application;Virtual;Database Server;10.238.21.38;Yes;Active;RMA1;CSC;AIX;true;true
sabad19424;Application;Virtual;Not applicable;10.238.21.54;Yes;Active;RMA1;CSC;AIX;true;true
sabad19604;Application;Virtual;Not applicable;10.238.21.115;Yes;Active;BAD1;CSC;AIX;true;true
null;Application;null;null;10.238.21.151;null;Active;null;null;null;false;false
null;Application;null;null;10.128.72.123;null;Delivered;null;null;null;false;false
null;Application;null;null;10.238.142.121;null;Active;null;null;null;false;false
null;Application;null;null;10.238.21.160;null;Inbuild;null;null;null;false;false
sabad19802;Application;Virtual;Database Server;10.128.78.35;Yes;Active;RMA1;CSC;AIX;true;true
sabad19811;Application;Virtual;Database Server;10.238.21.71;Yes;Active;RMA1;CSC;AIX;true;true
null;Application;null;null;10.235.202.87;null;Active;null;null;null;false;false
sabad35039;Application;Virtual;Not applicable;10.238.101.189;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.236.9.97;null;Active;null;null;null;false;false
null;Application;null;null;10.236.9.118;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.165;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.46;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.185;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.144;null;Active;null;null;null;false;false
null;Application;null;null;10.115.1.28;null;Active;null;null;null;false;false
null;Application;null;null;10.115.1.34;null;Active;null;null;null;false;false
null;Application;null;null;10.107.138.176;null;Active;null;null;null;false;false
null;Application;null;null;10.173.3.24;null;Active;null;null;null;false;false
null;Application;null;null;10.18.92.18;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.18.92.129;null;Active;null;null;null;false;false
sabor15220;Application;Virtual;Not applicable;10.18.92.29;Yes;Active;BOR1;CSC;linux;true;true
null;Application;null;null;10.192.34.170;null;Active;null;null;null;false;false
null;Application;null;null;10.175.117.55;null;Active;null;null;null;false;false
sabrs15001;Application;Virtual;Not applicable;10.38.3.26;Yes;Active;BRS1;CSC;linux;true;true
null;Application;null;null;10.169.16.24;null;Active;null;null;null;false;false
null;Application;null;null;10.176.207.180;null;Active;null;null;null;false;false
null;Application;null;null;10.18.0.77;null;Active;null;null;null;false;false
null;Application;null;null;10.18.0.129;null;Active;null;null;null;false;false
null;Application;null;null;10.18.1.5;null;Active;null;null;null;false;false
null;Utility;null;null;10.18.1.215;null;Active;null;null;null;false;false
null;Application;null;null;10.239.25.48;null;Active;null;null;null;false;false
null;Application;null;null;10.239.25.50;null;Active;null;null;null;false;false
sacch10388;Infrastructure;Physical;Not applicable;10.17.36.193;Yes;Active;CCH1;CSC;linux;true;false
sacch10469;Application;Virtual;Not applicable;10.239.25.193;Yes;Active;CCH1;CSC;linux;true;true
sacch10496;Application;Virtual;Not applicable;10.239.26.76;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.239.14.22;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.115;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.239.26.204;null;Active;null;null;null;false;false
sacch15059;Application;Virtual;Not applicable;10.237.4.59;Yes;Active;CCH1;CSC;AIX;true;true
sacch15086;Infrastructure;Virtual;Not applicable;10.237.4.86;Yes;Active;CCH1;CSC;AIX;true;false
null;Application;null;null;10.239.27.245;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.155;null;Active;null;null;null;false;false
null;Application;null;null;10.255.150.212;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.98;null;Active;null;null;null;false;false
null;Application;null;null;10.239.25.203;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.3.4.150;null;Active;null;null;null;false;false
null;Application;null;null;10.239.14.10;null;Active;null;null;null;false;false
null;Application;null;null;10.239.14.16;null;Active;null;null;null;false;false
sacch15554;Application;Virtual;Infosec Services;10.239.26.161;Yes;Active;CCH1;CSC;linux;true;true
sacch15563;Application;Virtual;Infosec Services;10.239.55.18;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.239.26.239;null;Active;null;null;null;false;false
sacch15617;Application;Virtual;Not applicable;10.23.31.24;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.239.27.32;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.239.26.171;null;Active;null;null;null;false;false
sacch15653;Application;Virtual;Not applicable;10.239.27.53;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.235.194.124;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.193;null;Active;null;null;null;false;false
sacch15707;Application;Virtual;Not applicable;10.239.27.107;Yes;Active;CCH1;CSC;linux;true;true
null;Application;null;null;10.239.27.138;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.199;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.183;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.209;null;Active;null;null;null;false;false
null;Application;null;null;10.239.27.172;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.43;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.58;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.202;null;Active;null;null;null;false;false
null;Application;null;null;10.235.195.13;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.139;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.76;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.109;null;Active;null;null;null;false;false
null;Application;null;null;10.239.28.163;null;Delivered;null;null;null;false;false
null;Application;null;null;10.237.9.110;null;Active;null;null;null;false;false
null;Application;null;null;10.235.194.84;null;Active;null;null;null;false;false
null;Application;null;null;10.237.9.132;null;Active;null;null;null;false;false
null;Application;null;null;10.237.9.154;null;Active;null;null;null;false;false
null;Utility;null;null;10.235.194.98;null;Active;null;null;null;false;false
null;Application;null;null;10.239.26.44;null;Active;null;null;null;false;false
null;Application;null;null;10.107.141.40;null;Active;null;null;null;false;false
null;Application;null;null;10.83.154.173;null;Active;null;null;null;false;false
null;Application;null;null;10.164.170.91;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.164.170.112;null;Active;null;null;null;false;false
null;Application;null;null;10.163.142.29;null;Active;null;null;null;false;false
null;Application;null;null;10.79.2.15;null;Active;null;null;null;false;false
null;Application;null;null;10.79.2.17;null;Active;null;null;null;false;false
null;Application;null;null;10.79.2.28;null;Active;null;null;null;false;false
null;Utility;null;null;10.197.96.21;null;Active;null;null;null;false;false
null;Application;null;null;10.197.96.76;null;Active;null;null;null;false;false
null;Application;null;null;10.53.20.51;null;Active;null;null;null;false;false
null;Application;null;null;10.107.143.59;null;Active;null;null;null;false;false
null;Application;null;null;10.178.108.75;null;Active;null;null;null;false;false
null;Application;null;null;10.197.128.88;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.197.128.24;null;Active;null;null;null;false;false
saguc10001;Application;Virtual;Not applicable;10.255.250.105;Yes;Active;GUC1;CSC;AIX;true;true
null;Application;null;null;10.255.250.217;null;Active;null;null;null;false;false
null;Application;null;null;10.255.195.31;null;Active;null;null;null;false;false
null;Application;null;null;10.183.148.174;null;Active;null;null;null;false;false
null;Application;null;null;10.183.149.173;null;Active;null;null;null;false;false
null;Application;null;null;10.163.64.106;null;Active;null;null;null;false;false
null;Application;null;null;10.83.152.170;null;Active;null;null;null;false;false
null;Application;null;null;10.181.128.33;null;Active;null;null;null;false;false
null;Application;null;null;10.144.4.63;null;Active;null;null;null;false;false
null;Utility;null;null;10.144.4.72;null;Active;null;null;null;false;false
null;Application;null;null;10.222.1.242;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.218.10.82;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.23.81.210;null;Active;null;null;null;false;false
salcr10940;Infrastructure;Virtual;Not applicable;10.23.81.187;Yes;Active;LCR1;CSC;AIX;true;false
null;Application;null;null;10.169.0.171;null;Active;null;null;null;false;false
null;Application;null;null;10.18.0.71;null;Active;null;null;null;false;false
salrh10029;Application;Physical;Database Server;10.23.97.167;Yes;Active;LRH1;CSC;SunOS;true;true
null;Application;null;null;10.123.141.174;null;Active;null;null;null;false;false
null;Application;null;null;10.155.1.37;null;Active;null;null;null;false;false
null;Application;null;null;10.157.1.15;null;Active;null;null;null;false;false
null;Application;null;null;10.53.49.73;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.50.56.151;null;Active;null;null;null;false;false
null;Application;null;null;10.50.56.203;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.50.56.226;null;Active;null;null;null;false;false
null;Application;null;null;10.50.62.144;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.50.56.77;null;Active;null;null;null;false;false
null;Application;null;null;10.123.134.11;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.123.134.8;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.18.208.25;null;Active;null;null;null;false;false
null;Application;null;null;10.130.32.100;null;Active;null;null;null;false;false
null;Utility;null;null;10.92.16.14;null;Active;null;null;null;false;false
null;Application;null;null;10.92.16.30;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.204;null;Active;null;null;null;false;false
null;Application;null;null;10.177.239.27;null;Active;null;null;null;false;false
null;Application;null;null;10.162.145.22;null;Active;null;null;null;false;false
null;Application;null;null;10.249.22.97;null;Active;null;null;null;false;false
null;Application;null;null;10.179.102.8;null;Active;null;null;null;false;false
saptf10003;Application;Physical;Not applicable;10.23.71.8;Yes;Active;PTF1;CSC;SunOS;true;true
saptf10021;Application;Virtual;Not applicable;10.22.97.102;Yes;Active;PTF1;CSC;linux;true;true
null;Application;null;null;10.18.217.153;null;Active;null;null;null;false;false
sarei10007;Application;Virtual;Not applicable;10.23.144.10;Yes;Active;REI1;CSC;AIX;true;true
sarei10016;Infrastructure;Virtual;Not applicable;10.23.144.56;Yes;Active;REI1;CSC;linux;true;false
null;Application;null;null;10.164.24.20;null;Active;null;null;null;false;false
null;Application;null;null;10.164.24.198;null;Active;null;null;null;false;false
null;Application;null;null;10.164.24.142;null;Active;null;null;null;false;false
null;Application;null;null;10.192.192.39;null;Active;null;null;null;false;false
null;Application;null;null;10.83.145.171;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.236.21.54;null;Active;null;null;null;false;false
sarma15013;Application;Virtual;Not applicable;10.238.198.222;Yes;Active;RMA1;CSC;linux;true;true
null;Application;null;null;10.238.198.230;null;Active;null;null;null;false;false
null;Application;null;null;10.238.198.91;null;Active;null;null;null;false;false
null;Application;null;null;10.235.202.137;null;Active;null;null;null;false;false
null;Application;null;null;10.238.127.123;null;Active;null;null;null;false;false
null;Application;null;null;10.236.7.78;null;Active;null;null;null;false;false
null;Application;null;null;10.236.16.102;null;Active;null;null;null;false;false
null;Application;null;null;10.238.101.73;null;Active;null;null;null;false;false
null;Application;null;null;10.238.196.215;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.49;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.58;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.67;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.76;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.85;null;Active;null;null;null;false;false
null;Application;null;null;10.236.36.94;null;Active;null;null;null;false;false
null;Application;null;null;10.236.7.53;null;Active;null;null;null;false;false
null;Application;null;null;10.238.143.218;null;Active;null;null;null;false;false
null;Application;null;null;10.238.21.125;null;Active;null;null;null;false;false
null;Application;null;null;10.163.64.123;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.39.0.110;null;Active;null;null;null;false;false
null;Application;null;null;10.34.19.27;null;Active;null;null;null;false;false
null;Utility;null;null;10.34.3.94;null;Active;null;null;null;false;false
null;Application;null;null;10.34.16.46;null;Active;null;null;null;false;false
null;Application;null;null;10.34.16.152;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.60;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.51;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.47;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.127;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.114;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.131;null;Active;null;null;null;false;false
null;Application;null;null;10.81.129.170;null;Active;null;null;null;false;false
null;Application;null;null;10.81.131.11;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.81.129.20;null;Active;null;null;null;false;false
null;Application;null;null;10.54.200.43;null;Active;null;null;null;false;false
null;Application;null;null;10.54.4.253;null;Active;null;null;null;false;false
null;Application;null;null;10.115.32.80;null;Active;null;null;null;false;false
null;Application;null;null;10.98.180.19;null;Active;null;null;null;false;false
null;Application;null;null;10.236.137.57;null;Active;null;null;null;false;false
null;Utility;null;null;10.34.128.25;null;Active;null;null;null;false;false
sassg10130;Application;Virtual;Not applicable;10.115.49.130;Yes;Active;SSG1;CSC;linux;true;true
null;Application;null;null;10.115.48.20;null;Active;null;null;null;false;false
null;Utility;null;null;10.198.2.253;null;Active;null;null;null;false;false
null;Application;null;null;10.198.2.69;null;Active;null;null;null;false;false
null;Application;null;null;10.198.2.90;null;Active;null;null;null;false;false
null;Application;null;null;10.50.117.50;null;Active;null;null;null;false;false
null;Application;null;null;10.181.112.56;null;Delivered;null;null;null;false;false
null;Application;null;null;10.98.188.41;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.23.113.86;null;Active;null;null;null;false;false
satab10940;Infrastructure;Virtual;Not applicable;10.23.113.13;Yes;Active;TAB1;CSC;AIX;true;false
null;Application;null;null;10.216.116.114;null;Active;null;null;null;false;false
null;Application;null;null;10.164.146.25;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.164.146.35;null;Active;null;null;null;false;false
null;Application;null;null;10.115.8.216;null;Active;null;null;null;false;false
sautc10012;Application;Virtual;Not applicable;10.192.16.81;Yes;Active;UTC1;CSC;linux;true;true
null;Application;null;null;10.216.112.27;null;Active;null;null;null;false;false
savbn10029;Application;Virtual;Not applicable;10.23.208.67;Yes;Active;VBN1;CSC;linux;true;true
null;Application;null;null;10.23.208.92;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.205.132.53;null;Active;null;null;null;false;false
null;Application;null;null;10.205.133.18;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.205.132.119;null;Active;null;null;null;false;false
null;Application;null;null;10.205.132.113;null;Active;null;null;null;false;false
null;Application;null;null;10.205.132.73;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.205.132.88;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.205.136.71;null;Active;null;null;null;false;false
null;Application;null;null;10.205.136.91;null;Active;null;null;null;false;false
null;Application;null;null;10.205.136.69;null;Active;null;null;null;false;false
null;Application;null;null;10.164.119.83;null;Active;null;null;null;false;false
null;Application;null;null;10.164.99.114;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.164.119.122;null;Active;null;null;null;false;false
null;Application;null;null;10.164.119.85;null;Active;null;null;null;false;false
null;Application;null;null;10.99.163.140;null;Active;null;null;null;false;false
null;Application;null;null;10.99.163.168;null;Active;null;null;null;false;false
null;Application;null;null;10.99.163.185;null;Active;null;null;null;false;false
null;Application;null;null;10.99.132.13;null;Active;null;null;null;false;false
null;Application;null;null;10.176.208.174;null;Active;null;null;null;false;false
null;Application;null;null;10.176.206.172;null;Active;null;null;null;false;false
null;Application;null;null;10.238.24.52;null;Active;null;null;null;false;false
null;Infrastructure;null;null;10.238.24.70;null;Active;null;null;null;false;false
null;Application;null;null;10.238.207.5;null;Active;null;null;null;false;false
null;Application;null;null;10.235.202.111;null;Active;null;null;null;false;false
sbbad19139;Application;Virtual;Database Server;10.238.207.201;Yes;Active;BAD1;CSC;AIX;true;true
sbbad19148;Application;Virtual;Database Server;10.238.143.102;Yes;Active;BAD1;CSC;AIX;true;true
sbbad19157;Application;Virtual;Database Server;10.238.143.167;Yes;Active;RMA1;CSC;AIX;true;true
sbbad19175;Application;Virtual;Database Server;10.235.202.133;Yes;Active;BAD1;CSC;linux;true;true
sbbad19184;Application;Virtual;Not applicable;10.238.197.74;Yes;Active;BAD1;CSC;linux;true;true
sbbad19193;Application;Virtual;Database Server;10.235.202.127;Yes;Active;BAD1;CSC;linux;true;true
null;Application;null;null;10.238.220.101;null;Active;null;null;null;false;false
null;Application;null;null;10.153.6.26;null;Active;null;null;null;false;false
sbbir10001;Application;Virtual;Database Server;10.129.131.100;Yes;Active;BIR1;CSC;linux;true;true
null;Application;null;null;10.169.16.47;null;Active;null;null;null;false;false
sbcch15010;Application;Virtual;Database Server;10.237.4.101;Yes;Active;CCH1;CSC;AIX;true;true
sbcch15079;Application;Virtual;Database Server;10.237.4.79;Yes;Active;CCH1;CSC;AIX;true;true
sbcch15088;Application;Virtual;Database Server;10.237.4.88;Yes;Active;CCH1;CSC;AIX;true;true
null;Application;null;null;10.239.28.20;null;Active;null;null;null;false;false
sbcch15655;Application;Virtual;Database Server;10.239.26.125;Yes;Active;CCH1;CSC;linux;true;true
